2022-07-01 18:18:07,815 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:18:07,815 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:18:08,881 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:18:08,881 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:18:08,995 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-01 18:18:08,995 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: stop_status
2022-07-01 18:18:24,345 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-01 18:18:24,345 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: stop_status
2022-07-01 18:18:37,039 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:18:37,039 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
2022-07-01 18:18:38,417 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:18:38,417 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
2022-07-01 18:18:38,420 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:18:38,420 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:18:39,069 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:18:39,069 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:18:39,658 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-01 18:18:39,658 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: stop_status
2022-07-01 18:18:42,144 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:18:42,144 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
2022-07-01 18:18:43,371 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:18:43,372 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
2022-07-01 18:18:43,378 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:18:43,379 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:18:44,035 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:18:44,035 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:18:45,226 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:18:45,226 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
2022-07-01 18:18:54,982 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-01 18:18:54,982 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: stop_status
2022-07-01 18:19:10,283 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-01 18:19:10,283 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: stop_status
2022-07-01 18:19:16,992 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:19:19,031 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:19:19,031 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
2022-07-01 18:19:19,031 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:19:19,034 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:19:19,129 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:19:19,129 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
2022-07-01 18:19:19,436 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:19:19,439 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:19:19,439 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:19:19,547 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:19:19,547 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
2022-07-01 18:19:19,666 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:19:19,666 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:19:19,666 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
2022-07-01 18:19:19,863 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:19:19,866 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:19:19,866 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:19:19,953 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:19:19,953 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
2022-07-01 18:19:20,289 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:19:20,291 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:19:20,291 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:19:20,310 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:19:20,310 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:19:20,311 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
